Year,State,PlotCategory,Basin,SumOfDepletion_kafy
1998,California,Municipal and Industrial,Lower Basin,1105.027188
1998,Colorado,Agricultural,Upper Basin,1641.231834
1998,Colorado,Energy,Upper Basin,20.8695
1998,Colorado,Minerals,Upper Basin,3.86899989
1998,Colorado,Municipal and Industrial,Upper Basin,252.2749464
1998,Colorado,Reservoir Evaporation,Upper Basin,478.2763101
1998,Mexico,Unassigned,Lower Basin,1700
1998,Misc,,Lower Basin,113.769
1998,Misc,Fish and Wildlife and Recreation,Lower Basin,580.919
1998,Misc,Reservoir Evaporation,Lower Basin,1334.523984
1998,Misc,Unassigned,Lower Basin,74.34803846
1998,Nevada,Agricultural,Lower Basin,0
1998,Nevada,Energy,Lower Basin,12.851
1998,Nevada,Fish and Wildlife and Recreation,Lower Basin,0.893
1998,Nevada,Municipal and Industrial,Lower Basin,230.765
1998,New Mexico,Agricultural,Upper Basin,217.0373748
1998,New Mexico,Energy,Upper Basin,42.61052
1998,New Mexico,Fish and Wildlife and Recreation,Upper Basin,5.05245559
1998,New Mexico,Minerals,Upper Basin,0.4636067
1998,New Mexico,Municipal and Industrial,Upper Basin,78.19312177
1998,New Mexico,Reservoir Evaporation,Upper Basin,124.8189553
1998,Utah,Agricultural,Upper Basin,649.164986
1998,Utah,Energy,Upper Basin,35.75551131
1998,Utah,Minerals,Upper Basin,5.081
1998,Utah,Municipal and Industrial,Upper Basin,100.216
1998,Utah,Reservoir Evaporation,Upper Basin,256.8590296
1998,Wyoming,Agricultural,Upper Basin,282.3795421
1998,Wyoming,Energy,Upper Basin,46.83856
1998,Wyoming,Minerals,Upper Basin,1.767
1998,Wyoming,Municipal and Industrial,Upper Basin,20.156
1998,Wyoming,Reservoir Evaporation,Upper Basin,139.2805634
1999,Arizona,Agricultural,Lower Basin,1682.028219
1999,Arizona,Agricultural,Upper Basin,0.733378289
1999,Arizona,CAP Canal and Reservoir Evaporation,Lower Basin,69.40825
1999,Arizona,CAP M&I Recharge,Lower Basin,317.39175
1999,Arizona,CAP Tribes,Lower Basin,102.136
1999,Arizona,Energy,Lower Basin,0.776
1999,Arizona,Energy,Upper Basin,26.697
1999,Arizona,Export,Upper Basin,0
1999,Arizona,Fish and Wildlife and Recreation,Lower Basin,49.226
1999,Arizona,Minerals,Lower Basin,0.002
1999,Arizona,Minerals,Upper Basin,0
1999,Arizona,Municipal and Industrial,Lower Basin,358.7337813
1999,Arizona,Municipal and Industrial,Upper Basin,5.306330413
1999,Arizona,Reservoir Evaporation,Upper Basin,5.792904154
1999,California,Agricultural,Lower Basin,3861.545966
1999,California,Fish and Wildlife and Recreation,Lower Basin,0.072
1999,California,Municipal and Industrial,Lower Basin,1245.559034
1999,Colorado,Agricultural,Upper Basin,1450.661529
1999,Colorado,Energy,Upper Basin,20.1307
1999,Colorado,Minerals,Upper Basin,3.83699989
1999,Colorado,Municipal and Industrial,Upper Basin,246.7502866
1999,Colorado,Reservoir Evaporation,Upper Basin,478.2465027
1999,Mexico,Unassigned,Lower Basin,1700
1999,Misc,,Lower Basin,78.675
1999,Misc,Fish and Wildlife and Recreation,Lower Basin,584.927
1999,Misc,Reservoir Evaporation,Lower Basin,1317.396281
1999,Misc,Unassigned,Lower Basin,74.34803846
1999,Nevada,Agricultural,Lower Basin,0
1999,Nevada,Energy,Lower Basin,12.148
1999,Nevada,Fish and Wildlife and Recreation,Lower Basin,1.234
1999,Nevada,Municipal and Industrial,Lower Basin,276.148
1999,New Mexico,Agricultural,Upper Basin,181.9201606
1999,New Mexico,Energy,Upper Basin,44.954091
1999,New Mexico,Fish and Wildlife and Recreation,Upper Basin,5.816780822
1999,New Mexico,Minerals,Upper Basin,0.6419645
1999,New Mexico,Municipal and Industrial,Upper Basin,94.04620064
1999,New Mexico,Reservoir Evaporation,Upper Basin,124.7420798
1999,Utah,Agricultural,Upper Basin,650.5763826
1999,Utah,Energy,Upper Basin,32.83114403
1999,Utah,Minerals,Upper Basin,4.94
1999,Utah,Municipal and Industrial,Upper Basin,108.044
1999,Utah,Reservoir Evaporation,Upper Basin,256.4466561
1999,Wyoming,Agricultural,Upper Basin,312.7045543
1999,Wyoming,Energy,Upper Basin,42.72337
1999,Wyoming,Minerals,Upper Basin,1.262
1999,Wyoming,Municipal and Industrial,Upper Basin,18.484
1999,Wyoming,Reservoir Evaporation,Upper Basin,139.6258625
2000,Arizona,Agricultural,Lower Basin,1849.452972
2000,Arizona,Agricultural,Upper Basin,0.899405227
2000,Arizona,CAP Canal and Reservoir Evaporation,Lower Basin,71.2079
2000,Arizona,CAP M&I Recharge,Lower Basin,106.2311
2000,Arizona,CAP Tribes,Lower Basin,119.004
2000,Arizona,Energy,Lower Basin,0.613
2000,Arizona,Energy,Upper Basin,28.709
2000,Arizona,Export,Upper Basin,0
2000,Arizona,Fish and Wildlife and Recreation,Lower Basin,62.75
2000,Arizona,Minerals,Lower Basin,0.012
2000,Arizona,Minerals,Upper Basin,0
2000,Arizona,Municipal and Industrial,Lower Basin,424.2440279
2000,Arizona,Municipal and Industrial,Upper Basin,5.194437105
2000,Arizona,Reservoir Evaporation,Upper Basin,5.389691237
2000,California,Agricultural,Lower Basin,3739.535395
2000,California,Fish and Wildlife and Recreation,Lower Basin,0.0352
2000,California,Municipal and Industrial,Lower Basin,1332.445405
2000,Colorado,Agricultural,Upper Basin,1905.04219
2000,Colorado,Energy,Upper Basin,15.5688
2000,Colorado,Minerals,Upper Basin,3.80399989
2000,Colorado,Municipal and Industrial,Upper Basin,351.9493436
2000,Colorado,Reservoir Evaporation,Upper Basin,458.2644273
2000,Mexico,Unassigned,Lower Basin,1700
2000,Misc,,Lower Basin,107.444
2000,Misc,Fish and Wildlife and Recreation,Lower Basin,598.54
2000,Misc,Reservoir Evaporation,Lower Basin,1290.429359
2000,Misc,Unassigned,Lower Basin,337.138
2000,Nevada,Agricultural,Lower Basin,0
2000,Nevada,Energy,Lower Basin,13.402
2000,Nevada,Fish and Wildlife and Recreation,Lower Basin,1.1421
2000,Nevada,Municipal and Industrial,Lower Basin,305.312
2000,New Mexico,Agricultural,Upper Basin,191.0423598
2000,New Mexico,Energy,Upper Basin,44.435561
2000,New Mexico,Fish and Wildlife and Recreation,Upper Basin,2.09109589
2000,New Mexico,Minerals,Upper Basin,0.7830528
2000,New Mexico,Municipal and Industrial,Upper Basin,45.54653086
2000,New Mexico,Reservoir Evaporation,Upper Basin,113.1280903
2000,Utah,Agricultural,Upper Basin,555.6415514
2000,Utah,Energy,Upper Basin,36.65458403
2000,Utah,Minerals,Upper Basin,4.8
2000,Utah,Municipal and Industrial,Upper Basin,116.757
2000,Utah,Reservoir Evaporation,Upper Basin,245.3036317
2000,Wyoming,Agricultural,Upper Basin,323.6954802
2000,Wyoming,Energy,Upper Basin,39.97994
2000,Wyoming,Minerals,Upper Basin,0.758
2000,Wyoming,Municipal and Industrial,Upper Basin,20.049
2000,Wyoming,Reservoir Evaporation,Upper Basin,130.0566236
2001,Arizona,Agricultural,Lower Basin,1577.25714
2001,Arizona,Agricultural,Upper Basin,0.733197072
2001,Arizona,CAP Canal and Reservoir Evaporation,Lower Basin,76.1546
2001,Arizona,CAP M&I Recharge,Lower Basin,426.4754
2001,Arizona,CAP Tribes,Lower Basin,123.584
2001,Arizona,Energy,Lower Basin,0.8042
2001,Arizona,Energy,Upper Basin,27.62
2001,Arizona,Export,Upper Basin,0
2001,Arizona,Fish and Wildlife and Recreation,Lower Basin,42.295
2001,Arizona,Minerals,Lower Basin,0.025
2001,Arizona,Minerals,Upper Basin,0
2001,Arizona,Municipal and Industrial,Lower Basin,441.2161602
2001,Arizona,Municipal and Industrial,Upper Basin,4.929997876
2001,Arizona,Reservoir Evaporation,Upper Basin,5.258926643
2001,California,Agricultural,Lower Basin,3879.650009
2001,California,Fish and Wildlife and Recreation,Lower Basin,0.031
2001,California,Municipal and Industrial,Lower Basin,1288.961991
2001,Colorado,Agricultural,Upper Basin,1902.361072
2001,Colorado,Energy,Upper Basin,19.3774
2001,Colorado,Minerals,Upper Basin,3.77099989
2001,Colorado,Municipal and Industrial,Upper Basin,377.4205082
2001,Colorado,Reservoir Evaporation,Upper Basin,434.005376
2001,Mexico,Unassigned,Lower Basin,1500
2001,Misc,,Lower Basin,103.744
2001,Misc,Fish and Wildlife and Recreation,Lower Basin,617.128
2001,Misc,Reservoir Evaporation,Lower Basin,1215.502578
2001,Misc,Unassigned,Lower Basin,200.577
2001,Nevada,Agricultural,Lower Basin,0
2001,Nevada,Energy,Lower Basin,12.968
2001,Nevada,Fish and Wildlife and Recreation,Lower Basin,1.0357
2001,Nevada,Municipal and Industrial,Lower Basin,299.933
2001,New Mexico,Agricultural,Upper Basin,219.4783728
2001,New Mexico,Energy,Upper Basin,48.315641
2001,New Mexico,Fish and Wildlife and Recreation,Upper Basin,5.305662188
2001,New Mexico,Minerals,Upper Basin,0.8897
2001,New Mexico,Municipal and Industrial,Upper Basin,88.89027751
2001,New Mexico,Reservoir Evaporation,Upper Basin,111.8876695
2001,Utah,Agricultural,Upper Basin,684.0693012
2001,Utah,Energy,Upper Basin,32.65278736
2001,Utah,Minerals,Upper Basin,4.658
2001,Utah,Municipal and Industrial,Upper Basin,124.205
2001,Utah,Reservoir Evaporation,Upper Basin,232.5101026
2001,Wyoming,Agricultural,Upper Basin,347.3568993
2001,Wyoming,Energy,Upper Basin,40.32053
2001,Wyoming,Minerals,Upper Basin,0.758
2001,Wyoming,Municipal and Industrial,Upper Basin,17.753
2001,Wyoming,Reservoir Evaporation,Upper Basin,125.1967087
2002,Arizona,Agricultural,Lower Basin,1741.130564
2002,Arizona,Agricultural,Upper Basin,0.654497072
2002,Arizona,CAP Canal and Reservoir Evaporation,Lower Basin,55.918
2002,Arizona,CAP M&I Recharge,Lower Basin,354.771
2002,Arizona,CAP Tribes,Lower Basin,134.897
2002,Arizona,Energy,Lower Basin,1.1926
2002,Arizona,Energy,Upper Basin,28.415
2002,Arizona,Export,Upper Basin,0
2002,Arizona,Fish and Wildlife and Recreation,Lower Basin,49.883
2002,Arizona,Minerals,Lower Basin,0.03
2002,Arizona,Minerals,Upper Basin,0
2002,Arizona,Municipal and Industrial,Lower Basin,468.1638359
2002,Arizona,Municipal and Industrial,Upper Basin,5.099556253
2002,Arizona,Reservoir Evaporation,Upper Basin,4.299026765
2002,California,Agricultural,Lower Basin,4000.991444
2002,California,Fish and Wildlife and Recreation,Lower Basin,0.0025
2002,California,Municipal and Industrial,Lower Basin,1274.613056
2002,Colorado,Agricultural,Upper Basin,1767.563226
2002,Colorado,Energy,Upper Basin,19.1727
2002,Colorado,Minerals,Upper Basin,3.73799989
2002,Colorado,Municipal and Industrial,Upper Basin,301.990586
2002,Colorado,Reservoir Evaporation,Upper Basin,367.0903981
2002,Mexico,Unassigned,Lower Basin,1500
2002,Misc,,Lower Basin,121.749
2002,Misc,Fish and Wildlife and Recreation,Lower Basin,618.964
2002,Misc,Reservoir Evaporation,Lower Basin,1114.68675
2002,Misc,Unassigned,Lower Basin,123.163
2002,Nevada,Agricultural,Lower Basin,0
2002,Nevada,Energy,Lower Basin,12.297
2002,Nevada,Fish and Wildlife and Recreation,Lower Basin,1.1911
2002,Nevada,Municipal and Industrial,Lower Basin,311.739
2002,New Mexico,Agricultural,Upper Basin,240.3959599
2002,New Mexico,Energy,Upper Basin,45.62012
2002,New Mexico,Fish and Wildlife and Recreation,Upper Basin,0.302399232
2002,New Mexico,Minerals,Upper Basin,0.8902
2002,New Mexico,Municipal and Industrial,Upper Basin,20.52549353
2002,New Mexico,Reservoir Evaporation,Upper Basin,86.01840829
2002,Utah,Agricultural,Upper Basin,514.1299328
2002,Utah,Energy,Upper Basin,35.54503736
2002,Utah,Minerals,Upper Basin,4.516
2002,Utah,Municipal and Industrial,Upper Basin,135.928
2002,Utah,Reservoir Evaporation,Upper Basin,204.7038736
2002,Wyoming,Agricultural,Upper Basin,356.4290216
2002,Wyoming,Energy,Upper Basin,38.57581
2002,Wyoming,Minerals,Upper Basin,0.758
2002,Wyoming,Municipal and Industrial,Upper Basin,11.868
2002,Wyoming,Reservoir Evaporation,Upper Basin,112.539778
2003,Arizona,Agricultural,Lower Basin,1644.184534
2003,Arizona,Agricultural,Upper Basin,0.706097072
2003,Arizona,CAP Canal and Reservoir Evaporation,Lower Basin,84.2595
2003,Arizona,CAP M&I Recharge,Lower Basin,276.1325
2003,Arizona,CAP Tribes,Lower Basin,139.367
2003,Arizona,Energy,Lower Basin,0.614821386
2003,Arizona,Energy,Upper Basin,26.284
2003,Arizona,Export,Upper Basin,0
2003,Arizona,Fish and Wildlife and Recreation,Lower Basin,16.1617993
2003,Arizona,Minerals,Lower Basin,0.032
2003,Arizona,Minerals,Upper Basin,0
2003,Arizona,Municipal and Industrial,Lower Basin,669.8470189
2003,Arizona,Municipal and Industrial,Upper Basin,5.096239263
2003,Arizona,Reservoir Evaporation,Upper Basin,4.517279113
2003,California,Agricultural,Lower Basin,3666.216668
2003,California,Fish and Wildlife and Recreation,Lower Basin,0.003
2003,California,Municipal and Industrial,Lower Basin,742.5266377
2003,Colorado,Agricultural,Upper Basin,1678.144734
2003,Colorado,Energy,Upper Basin,19.4791
2003,Colorado,Minerals,Upper Basin,3.70499989
2003,Colorado,Municipal and Industrial,Upper Basin,302.677081
2003,Colorado,Reservoir Evaporation,Upper Basin,329.1516101
2003,Mexico,Unassigned,Lower Basin,1500
2003,Misc,,Lower Basin,114.734
2003,Misc,Fish and Wildlife and Recreation,Lower Basin,657.071
2003,Misc,Reservoir Evaporation,Lower Basin,1045.561375
2003,Misc,Unassigned,Lower Basin,61.855
2003,Nevada,Agricultural,Lower Basin,0
2003,Nevada,Energy,Lower Basin,11.564
2003,Nevada,Fish and Wildlife and Recreation,Lower Basin,1.1195
2003,Nevada,Municipal and Industrial,Lower Basin,285.7083395
2003,New Mexico,Agricultural,Upper Basin,244.8145569
2003,New Mexico,Energy,Upper Basin,46.99025
2003,New Mexico,Fish and Wildlife and Recreation,Upper Basin,3.00878119
2003,New Mexico,Minerals,Upper Basin,0.8905
2003,New Mexico,Municipal and Industrial,Upper Basin,60.97023098
2003,New Mexico,Reservoir Evaporation,Upper Basin,77.50238387
2003,Utah,Agricultural,Upper Basin,605.9535945
2003,Utah,Energy,Upper Basin,34.76953736
2003,Utah,Minerals,Upper Basin,4.374
2003,Utah,Municipal and Industrial,Upper Basin,122.224
2003,Utah,Reservoir Evaporation,Upper Basin,185.143703
2003,Wyoming,Agricultural,Upper Basin,322.1843856
2003,Wyoming,Energy,Upper Basin,38.31816
2003,Wyoming,Minerals,Upper Basin,0.758
2003,Wyoming,Municipal and Industrial,Upper Basin,21.956
2003,Wyoming,Reservoir Evaporation,Upper Basin,101.9159299
2004,Arizona,Agricultural,Lower Basin,1460.917193
2004,Arizona,Agricultural,Upper Basin,0.798597072
2004,Arizona,CAP Canal and Reservoir Evaporation,Lower Basin,83.31635
2004,Arizona,CAP M&I Recharge,Lower Basin,276.97065
2004,Arizona,CAP Tribes,Lower Basin,191.477
2004,Arizona,Energy,Lower Basin,0.526
2004,Arizona,Energy,Upper Basin,27.375
2004,Arizona,Export,Upper Basin,0
2004,Arizona,Fish and Wildlife and Recreation,Lower Basin,15.24567844
2004,Arizona,Minerals,Lower Basin,0.101
2004,Arizona,Minerals,Upper Basin,0
2004,Arizona,Municipal and Industrial,Lower Basin,756.091389
2004,Arizona,Municipal and Industrial,Upper Basin,4.809953192
2004,Arizona,Reservoir Evaporation,Upper Basin,4.537928422
2004,California,Agricultural,Lower Basin,3477.082
2004,California,Fish and Wildlife and Recreation,Lower Basin,0.009
2004,California,Municipal and Industrial,Lower Basin,839.094
2004,Colorado,Agricultural,Upper Basin,1493.175402
2004,Colorado,Energy,Upper Basin,19.6593
2004,Colorado,Minerals,Upper Basin,3.67199989
2004,Colorado,Municipal and Industrial,Upper Basin,301.0934194
2004,Colorado,Reservoir Evaporation,Upper Basin,296.0834349
2004,Mexico,Unassigned,Lower Basin,1500
2004,Misc,,Lower Basin,100.762
2004,Misc,Fish and Wildlife and Recreation,Lower Basin,672.039
2004,Misc,Reservoir Evaporation,Lower Basin,999.3475781
2004,Misc,Unassigned,Lower Basin,93.142
2004,Nevada,Agricultural,Lower Basin,0
2004,Nevada,Energy,Lower Basin,12.038
2004,Nevada,Fish and Wildlife and Recreation,Lower Basin,0.896
2004,Nevada,Municipal and Industrial,Lower Basin,270.072
2004,New Mexico,Agricultural,Upper Basin,247.4427385
2004,New Mexico,Energy,Upper Basin,48.97431
2004,New Mexico,Fish and Wildlife and Recreation,Upper Basin,4.072792706
2004,New Mexico,Minerals,Upper Basin,1.1519
2004,New Mexico,Municipal and Industrial,Upper Basin,74.41441076
2004,New Mexico,Reservoir Evaporation,Upper Basin,74.65350569
2004,Utah,Agricultural,Upper Basin,563.6171647
2004,Utah,Energy,Upper Basin,35.04643403
2004,Utah,Minerals,Upper Basin,4.232
2004,Utah,Municipal and Industrial,Upper Basin,121.086
2004,Utah,Reservoir Evaporation,Upper Basin,167.4361423
2004,Wyoming,Agricultural,Upper Basin,290.268312
2004,Wyoming,Energy,Upper Basin,37.34566
2004,Wyoming,Minerals,Upper Basin,0.758
2004,Wyoming,Municipal and Industrial,Upper Basin,18.723
2004,Wyoming,Reservoir Evaporation,Upper Basin,92.80647863
2005,Arizona,Agricultural,Lower Basin,1439.081893
2005,Arizona,Agricultural,Upper Basin,0.827597072
2005,Arizona,CAP Canal and Reservoir Evaporation,Lower Basin,65.99355
2005,Arizona,CAP M&I Recharge,Lower Basin,212.35245
2005,Arizona,CAP Tribes,Lower Basin,137.705
2005,Arizona,Energy,Lower Basin,0.798
2005,Arizona,Energy,Upper Basin,26.2
2005,Arizona,Export,Upper Basin,0
2005,Arizona,Fish and Wildlife and Recreation,Lower Basin,13.1812
2005,Arizona,Minerals,Lower Basin,0.108
2005,Arizona,Minerals,Upper Basin,0
2005,Arizona,Municipal and Industrial,Lower Basin,559.2490044
2005,Arizona,Municipal and Industrial,Upper Basin,5.032074645
2005,Arizona,Reservoir Evaporation,Upper Basin,4.396654195
2005,California,Agricultural,Lower Basin,3387.835
2005,California,Fish and Wildlife and Recreation,Lower Basin,0.014
2005,California,Municipal and Industrial,Lower Basin,956.409
2005,Colorado,Agricultural,Upper Basin,1429.770278
2005,Colorado,Energy,Upper Basin,19.1753
2005,Colorado,Minerals,Upper Basin,3.63899989
2005,Colorado,Municipal and Industrial,Upper Basin,285.326595
2005,Colorado,Reservoir Evaporation,Upper Basin,315.6280533
2005,Mexico,Unassigned,Lower Basin,1500
2005,Misc,,Lower Basin,108.426
2005,Misc,Fish and Wildlife and Recreation,Lower Basin,641.81
2005,Misc,Reservoir Evaporation,Lower Basin,1026.866344
2005,Misc,Unassigned,Lower Basin,74.34803846
2005,Nevada,Agricultural,Lower Basin,0
2005,Nevada,Energy,Lower Basin,12.401
2005,Nevada,Fish and Wildlife and Recreation,Lower Basin,1.004
2005,Nevada,Municipal and Industrial,Lower Basin,278.373
2005,New Mexico,Agricultural,Upper Basin,243.2481857
2005,New Mexico,Energy,Upper Basin,51.18484
2005,New Mexico,Fish and Wildlife and Recreation,Upper Basin,7.449424184
2005,New Mexico,Minerals,Upper Basin,1.3193
2005,New Mexico,Municipal and Industrial,Upper Basin,121.9590329
2005,New Mexico,Reservoir Evaporation,Upper Basin,94.15484209
2005,Utah,Agricultural,Upper Basin,620.1459715
2005,Utah,Energy,Upper Basin,34.76953736
2005,Utah,Minerals,Upper Basin,4.09
2005,Utah,Municipal and Industrial,Upper Basin,141.102
2005,Utah,Reservoir Evaporation,Upper Basin,181.6788563
2005,Wyoming,Agricultural,Upper Basin,322.4522425
2005,Wyoming,Energy,Upper Basin,37.59894
2005,Wyoming,Minerals,Upper Basin,0.758
2005,Wyoming,Municipal and Industrial,Upper Basin,22.685
2005,Wyoming,Reservoir Evaporation,Upper Basin,98.81487781
2006,Arizona,Agricultural,Lower Basin,1547.235
2006,Arizona,Agricultural,Upper Basin,0.790497072
2006,Arizona,CAP Canal and Reservoir Evaporation,Lower Basin,80.83565
2006,Arizona,CAP M&I Recharge,Lower Basin,384.59735
2006,Arizona,CAP Tribes,Lower Basin,145.094
2006,Arizona,Energy,Lower Basin,1.312
2006,Arizona,Energy,Upper Basin,26.66
2006,Arizona,Export,Upper Basin,0
2006,Arizona,Fish and Wildlife and Recreation,Lower Basin,14.938
2006,Arizona,Minerals,Lower Basin,34.999
2006,Arizona,Minerals,Upper Basin,0
2006,Arizona,Municipal and Industrial,Lower Basin,573.855
2006,Arizona,Municipal and Industrial,Upper Basin,5.089690855
2006,Arizona,Reservoir Evaporation,Upper Basin,4.434958259
2006,California,Agricultural,Lower Basin,3601.945
2006,California,Fish and Wildlife and Recreation,Lower Basin,0.019
2006,California,Municipal and Industrial,Lower Basin,733.335
2006,Colorado,Agricultural,Upper Basin,1627.908014
2006,Colorado,Energy,Upper Basin,20.2277
2006,Colorado,Minerals,Upper Basin,3.60599989
2006,Colorado,Municipal and Industrial,Upper Basin,397.18978
2006,Colorado,Reservoir Evaporation,Upper Basin,337.4558129
2006,Mexico,Unassigned,Lower Basin,1500
2006,Misc,,Lower Basin,107.314
2006,Misc,Fish and Wildlife and Recreation,Lower Basin,637.468
2006,Misc,Reservoir Evaporation,Lower Basin,997.5836094
2006,Misc,Unassigned,Lower Basin,36.232
2006,Nevada,Agricultural,Lower Basin,0
2006,Nevada,Energy,Lower Basin,1.248
2006,Nevada,Fish and Wildlife and Recreation,Lower Basin,1.131
2006,Nevada,Municipal and Industrial,Lower Basin,290.485
2006,New Mexico,Agricultural,Upper Basin,228.8713881
2006,New Mexico,Energy,Upper Basin,50.436958
2006,New Mexico,Fish and Wildlife and Recreation,Upper Basin,3.781669866
2006,New Mexico,Minerals,Upper Basin,0.97171
2006,New Mexico,Municipal and Industrial,Upper Basin,68.74975038
2006,New Mexico,Reservoir Evaporation,Upper Basin,91.43014824
2006,Utah,Agricultural,Upper Basin,718.2192689
2006,Utah,Energy,Upper Basin,34.76953736
2006,Utah,Minerals,Upper Basin,3.948
2006,Utah,Municipal and Industrial,Upper Basin,91.794
2006,Utah,Reservoir Evaporation,Upper Basin,188.6064052
2006,Wyoming,Agricultural,Upper Basin,218.840623
2006,Wyoming,Energy,Upper Basin,39.69522
2006,Wyoming,Minerals,Upper Basin,0.758
2006,Wyoming,Municipal and Industrial,Upper Basin,22.123
2006,Wyoming,Reservoir Evaporation,Upper Basin,102.6296308
2007,Arizona,Agricultural,Lower Basin,1527.181
2007,Arizona,Agricultural,Upper Basin,1.080515896
2007,Arizona,CAP Canal and Reservoir Evaporation,Lower Basin,80.53765
2007,Arizona,CAP M&I Recharge,Lower Basin,199.61335
2007,Arizona,CAP Tribes,Lower Basin,154.227
2007,Arizona,Energy,Lower Basin,1.695
2007,Arizona,Energy,Upper Basin,27.604
2007,Arizona,Export,Upper Basin,0
2007,Arizona,Fish and Wildlife and Recreation,Lower Basin,15.432
2007,Arizona,Minerals,Lower Basin,54.951
2007,Arizona,Minerals,Upper Basin,0
2007,Arizona,Municipal and Industrial,Lower Basin,749.686
2007,Arizona,Municipal and Industrial,Upper Basin,3.68986749
2007,Arizona,Reservoir Evaporation,Upper Basin,4.38912452
2007,California,Agricultural,Lower Basin,3573.038
2007,California,Fish and Wildlife and Recreation,Lower Basin,0.055
2007,California,Municipal and Industrial,Lower Basin,797.602
2007,Colorado,Agricultural,Upper Basin,1809.891137
2007,Colorado,Energy,Upper Basin,18.8339119
2007,Colorado,Minerals,Upper Basin,3.57299989
2007,Colorado,Municipal and Industrial,Upper Basin,322.6518018
2007,Colorado,Reservoir Evaporation,Upper Basin,337.4057382
2007,Mexico,Unassigned,Lower Basin,1500
2007,Misc,,Lower Basin,105.276
2007,Misc,Fish and Wildlife and Recreation,Lower Basin,665.272
2007,Misc,Reservoir Evaporation,Lower Basin,960.6720781
2007,Misc,Unassigned,Lower Basin,21.603
2007,Nevada,Agricultural,Lower Basin,0
2007,Nevada,Energy,Lower Basin,0.396
2007,Nevada,Fish and Wildlife and Recreation,Lower Basin,0.878
2007,Nevada,Municipal and Industrial,Lower Basin,299.038
2007,New Mexico,Agricultural,Upper Basin,234.761748
2007,New Mexico,Energy,Upper Basin,46.34050108
2007,New Mexico,Fish and Wildlife and Recreation,Upper Basin,5.036900192
2007,New Mexico,Minerals,Upper Basin,1.0564
2007,New Mexico,Municipal and Industrial,Upper Basin,83.35461526
2007,New Mexico,Reservoir Evaporation,Upper Basin,95.09540111
2007,Utah,Agricultural,Upper Basin,752.647282
2007,Utah,Energy,Upper Basin,34.76953736
2007,Utah,Minerals,Upper Basin,3.806
2007,Utah,Municipal and Industrial,Upper Basin,116.047
2007,Utah,Reservoir Evaporation,Upper Basin,188.4473159
2007,Wyoming,Agricultural,Upper Basin,328.0119932
2007,Wyoming,Energy,Upper Basin,36.88501
2007,Wyoming,Minerals,Upper Basin,0.758
2007,Wyoming,Municipal and Industrial,Upper Basin,17.316
2007,Wyoming,Reservoir Evaporation,Upper Basin,100.3187206
2008,Arizona,Agricultural,Lower Basin,1522.943741
2008,Arizona,Agricultural,Upper Basin,1.325414226
2008,Arizona,CAP Canal and Reservoir Evaporation,Lower Basin,78.08595
2008,Arizona,CAP M&I Recharge,Lower Basin,195.8250189
2008,Arizona,CAP Tribes,Lower Basin,184.336
2008,Arizona,Energy,Lower Basin,2.050306891
2008,Arizona,Energy,Upper Basin,26.334
2008,Arizona,Export,Upper Basin,0
2008,Arizona,Fish and Wildlife and Recreation,Lower Basin,17.5051913
2008,Arizona,Minerals,Lower Basin,62.9595013
2008,Arizona,Minerals,Upper Basin,0
2008,Arizona,Municipal and Industrial,Lower Basin,688.791573
2008,Arizona,Municipal and Industrial,Upper Basin,3.870513072
2008,Arizona,Reservoir Evaporation,Upper Basin,4.364596449
2008,California,Agricultural,Lower Basin,3509.734
2008,California,Fish and Wildlife and Recreation,Lower Basin,0.062
2008,California,Municipal and Industrial,Lower Basin,989.014
2008,Colorado,Agricultural,Upper Basin,1869.294415
2008,Colorado,Energy,Upper Basin,19.04482607
2008,Colorado,Minerals,Upper Basin,3.53999989
2008,Colorado,Municipal and Industrial,Upper Basin,407.1951344
2008,Colorado,Reservoir Evaporation,Upper Basin,358.9027421
2008,Mexico,Unassigned,Lower Basin,1500
2008,Misc,,Lower Basin,115.434
2008,Misc,Fish and Wildlife and Recreation,Lower Basin,641.638
2008,Misc,Reservoir Evaporation,Lower Basin,939.0290625
2008,Misc,Unassigned,Lower Basin,91.379
2008,Nevada,Agricultural,Lower Basin,0
2008,Nevada,Energy,Lower Basin,0.491
2008,Nevada,Fish and Wildlife and Recreation,Lower Basin,0.785
2008,Nevada,Municipal and Industrial,Lower Basin,268.378
2008,New Mexico,Agricultural,Upper Basin,242.1141509
2008,New Mexico,Energy,Upper Basin,46.47123288
2008,New Mexico,Fish and Wildlife and Recreation,Upper Basin,6.713243762
2008,New Mexico,Minerals,Upper Basin,1.0564
2008,New Mexico,Municipal and Industrial,Upper Basin,106.5786791
2008,New Mexico,Reservoir Evaporation,Upper Basin,98.75790573
2008,Utah,Agricultural,Upper Basin,680.1023141
2008,Utah,Energy,Upper Basin,35.04643403
2008,Utah,Minerals,Upper Basin,3.664
2008,Utah,Municipal and Industrial,Upper Basin,102.117
2008,Utah,Reservoir Evaporation,Upper Basin,196.9954023
2008,Wyoming,Agricultural,Upper Basin,292.4703491
2008,Wyoming,Energy,Upper Basin,37.65427047
2008,Wyoming,Minerals,Upper Basin,0.758
2008,Wyoming,Municipal and Industrial,Upper Basin,23.787
2008,Wyoming,Reservoir Evaporation,Upper Basin,107.8716584
2009,Arizona,Agricultural,Lower Basin,1515.97
